計劃編號,計劃名稱,True Label,Predict Label,Predict Probability,First 5 Label,First 5 Probability
MP10212-0275,農糧技術發展綱要計畫(3/4),農業生技,農業生技,0.932,農業生技;農業;文化;環境監測與污染防治;生技醫藥與精準醫療,0.932;0.009;0.007;0.007;0.006
MP10408-0013,加速行動寬頻服務及產業發展計畫(2/3)-行動寬頻尖端技術人才培育,網路通訊/4G/5G/5G+/6G,網路通訊/4G/5G/5G+/6G,0.985,網路通訊/4G/5G/5G+/6G;長照與社會福利;產業人才培育;災害防救;國家標準檢驗,0.985;0.002;0.002;0.001;0.001
MP10902-0285,飲用水未列管新興污染物之水質研究計畫(1/4),環境監測與污染防治,環境監測與污染防治,0.977,環境監測與污染防治;氣候變遷與減碳;國家標準檢驗;長照與社會福利;專利與智財,0.977;0.003;0.003;0.002;0.002
MP10408-0021,加速行動寬頻服務及產業發展計畫(2/3)-我國3G頻譜屆期釋出規劃及B4G/5G規範與發展研究,網路通訊/4G/5G/5G+/6G,網路通訊/4G/5G/5G+/6G,0.985,網路通訊/4G/5G/5G+/6G;長照與社會福利;產業人才培育;災害防救;國家標準檢驗,0.985;0.002;0.002;0.001;0.001
MP10501-0106,工業減碳領航計畫(1/4),氣候變遷與減碳,氣候變遷與減碳,0.982,氣候變遷與減碳;能源;化工材料與循環經濟;災害防救;食品安全與食品科技,0.982;0.004;0.002;0.002;0.002
MP10704-0103,協助中小型食品產業升級轉型輔導計畫(4/4),食品安全與食品科技,食品安全與食品科技,0.969,食品安全與食品科技;氣候變遷與減碳;農業;生技醫藥與精準醫療;化工材料與循環經濟,0.969;0.005;0.004;0.003;0.003
MP10605-0027,因應食安五環建構校園午餐之農安監控及供應體系(1/4),食品安全與食品科技,食品安全與食品科技,0.968,食品安全與食品科技;氣候變遷與減碳;農業;生技醫藥與精準醫療;化工材料與循環經濟,0.968;0.004;0.004;0.003;0.003
MP10802-0034,國人重大傳染病防治卓越科技發展研究(1/4),防疫,防疫,0.977,防疫;產業人才培育;資安;災害防救;政策規劃與推動,0.977;0.002;0.002;0.002;0.002
MP10501-0432,健康雲跨領域研究:巨量健康資訊科技之研發與應用(3/4),生技醫藥與精準醫療,生技醫藥與精準醫療,0.992,生技醫藥與精準醫療;長照與社會福利;產業人才培育;工研院與A+;科研設施,0.992;0.001;0.001;0.001;0.001
MP10501-0142,推動工業合作計畫(4/4),國防;運輸載具,國防;運輸載具,0.925;0.951,運輸載具;國防;傳統產業高值化;能源;智慧製造,0.951;0.925;0.013;0.01;0.009
MP10704-0098,人文社會與科技前瞻人才培育計畫(1/4),校園人才培育,校園人才培育,0.972,校園人才培育;產業人才培育;人才補助與延攬;政策規劃與推動;網路通訊/4G/5G/5G+/6G,0.972;0.005;0.003;0.003;0.003
CP10302-0009,台灣新世代可見光及紅外線天文學「探高」計畫(4/5),科研計畫補助,科研計畫補助,0.964,科研計畫補助;人才補助與延攬;科研設施;校園人才培育;太空/衛星,0.964;0.004;0.003;0.003;0.003
MP10501-0310,智慧電子產業推動計畫(2/4),智慧顯示器,智慧顯示器,0.94,智慧顯示器;智慧製造;晶片半導體;科研計畫補助;能源,0.94;0.008;0.008;0.006;0.006
MP1022-0033,完備我國災害防救法規及災害管理發展趨勢之研究(4/4),政策規劃與推動,政策規劃與推動,0.985,政策規劃與推動;災害防救;中小（堅）企業輔導;數位轉型與智慧政府;長照與社會福利,0.985;0.002;0.002;0.001;0.001
MP10212-0284,漁業科技發展綱要計畫(3/4),農業,農業,0.976,農業;能源;電商與物流;食品安全與食品科技;農業生技,0.976;0.003;0.003;0.003;0.003
MP10501-0337,中小企業品質4.0價值勁升計畫(2/4),中小（堅）企業輔導,中小（堅）企業輔導,0.979,中小（堅）企業輔導;產業人才培育;創新創業;數位轉型與智慧政府;工研院與A+,0.979;0.003;0.002;0.002;0.002
MP10501-0391,智慧資訊系統技術發展綱要計畫(4/4),智慧製造,智慧製造,0.972,智慧製造;產業人才培育;太空/衛星;晶片半導體;物聯網,0.972;0.005;0.004;0.003;0.003
MP10902-0148,新世代檢察革新科技計畫(1/3),警政與法務,警政與法務,0.971,警政與法務;專利與智財;資安;災害防救;化工材料與循環經濟,0.971;0.004;0.004;0.003;0.003
CP10801-0030,研發環境資訊化管理暨辦公室自動化整備計畫(1/1),數位轉型與智慧政府,數位轉型與智慧政府,0.987,數位轉型與智慧政府;產業人才培育;電商與物流;中小（堅）企業輔導;物聯網,0.987;0.002;0.001;0.001;0.001
MP10501-0038,山崩潛勢評估與觀測技術防災應用(3/4),災害防救,災害防救,0.991,災害防救;網路通訊/4G/5G/5G+/6G;氣候變遷與減碳;政策規劃與推動;物聯網,0.991;0.002;0.001;0.001;0.001
MP10501-0138,專利資訊服務創新計畫(4/4),專利與智財,專利與智財,0.962,專利與智財;警政與法務;職安;環境監測與污染防治;政策規劃與推動,0.962;0.004;0.004;0.003;0.003
MP10212-0217,第2期智慧生活整合性人才培育計畫(1/4),產業人才培育;數位轉型與智慧政府,產業人才培育;數位轉型與智慧政府,0.956;0.963,數位轉型與智慧政府;產業人才培育;物聯網;網路通訊/4G/5G/5G+/6G;AI、雲端、巨量資料,0.963;0.956;0.009;0.006;0.006
MP10401-0155,能源科技人才培育計畫(3/4),產業人才培育;能源,產業人才培育;能源,0.968;0.965,產業人才培育;能源;校園人才培育;生技醫藥與精準醫療;數位轉型與智慧政府,0.968;0.965;0.006;0.006;0.006
MP10802-0155,氣象領域維運與技術發展計畫(6/6),災害防救,災害防救,0.991,災害防救;網路通訊/4G/5G/5G+/6G;氣候變遷與減碳;政策規劃與推動;物聯網,0.991;0.002;0.001;0.001;0.001
CP10601-0017,儀器科技發展計畫(1/4),科研設施,科研設施,0.973,科研設施;產業人才培育;資安;生技醫藥與精準醫療;中小（堅）企業輔導,0.973;0.003;0.003;0.002;0.002
CP10303-0007,加速行動寬頻服務及產業發展計畫(1/1),網路通訊/4G/5G/5G+/6G,網路通訊/4G/5G/5G+/6G,0.986,網路通訊/4G/5G/5G+/6G;長照與社會福利;災害防救;產業人才培育;國家標準檢驗,0.986;0.002;0.002;0.002;0.001
MP10902-0276,海洋研究發展與人才培育計畫(2/4),海洋科技,海洋科技,0.938,海洋科技;太空/衛星;農業;晶片半導體;網路通訊/4G/5G/5G+/6G,0.938;0.006;0.006;0.006;0.005
MP10602-0277,產業升級轉型行動計畫(3/4),傳統產業高值化,傳統產業高值化,0.971,傳統產業高值化;運輸載具;化工材料與循環經濟;電商與物流;能源,0.971;0.006;0.003;0.003;0.003
MP10401-0123,提升海空運規劃技術科技研發計畫(2/4),智慧交通,智慧交通,0.915,智慧交通;自動駕駛;數位轉型與智慧政府;氣候變遷與減碳;環境監測與污染防治,0.915;0.007;0.006;0.005;0.005
MP10401-0022,創新低碳綠建築環境科技計畫(2/4),氣候變遷與減碳,氣候變遷與減碳,0.981,氣候變遷與減碳;能源;災害防救;化工材料與循環經濟;環境監測與污染防治,0.981;0.003;0.002;0.002;0.002
MP1022-0091,全面性的地震與海嘯早期警報及地震潛勢分析系統建置計畫(3/6),災害防救,災害防救,0.991,災害防救;網路通訊/4G/5G/5G+/6G;氣候變遷與減碳;物聯網;政策規劃與推動,0.991;0.002;0.001;0.001;0.001
MP1022-0083,中國大陸經濟研究與後ECFA時期的大陸政策-運用系統工程的整合型計畫(3/4),政策規劃與推動,政策規劃與推動,0.985,政策規劃與推動;中小（堅）企業輔導;災害防救;數位轉型與智慧政府;創新創業,0.985;0.002;0.002;0.001;0.001
MP10401-0044,核子醫藥及醫材與儀器之應用研究(3/4),生技醫藥與精準醫療,生技醫藥與精準醫療,0.992,生技醫藥與精準醫療;長照與社會福利;產業人才培育;工研院與A+;科研設施,0.992;0.001;0.001;0.001;0.001
MP10704-0306,國家文化記憶庫及數位加值應用計畫(含併入「臺灣行卷－博物館示範計畫(2/4)」)(3/4),文化,文化,0.975,文化;生技醫藥與精準醫療;政策規劃與推動;數位內容;科研計畫補助,0.975;0.003;0.002;0.002;0.002
MP10707-0010,普及國民寬頻上網環境計畫(2/4),網路通訊/4G/5G/5G+/6G,網路通訊/4G/5G/5G+/6G,0.989,網路通訊/4G/5G/5G+/6G;長照與社會福利;產業人才培育;災害防救;國家標準檢驗,0.989;0.002;0.002;0.002;0.001
MP10501-0363,加速行動寬頻服務及產業發展計畫(3/3)-4G先進商務模式發展計畫,網路通訊/4G/5G/5G+/6G,網路通訊/4G/5G/5G+/6G,0.985,網路通訊/4G/5G/5G+/6G;長照與社會福利;災害防救;國家標準檢驗;產業人才培育,0.985;0.002;0.001;0.001;0.001
MP10802-0037,銀髮智慧長照及科技服務創新模式開發計畫(4/4),智慧醫療,智慧醫療,0.944,智慧醫療;國家標準檢驗;長照與社會福利;物聯網;產業人才培育,0.944;0.013;0.007;0.006;0.005
MP10902-0195,尖端地層下陷防治技術之研發(1/4),災害防救,災害防救,0.991,災害防救;網路通訊/4G/5G/5G+/6G;氣候變遷與減碳;物聯網;政策規劃與推動,0.991;0.002;0.001;0.001;0.001
MP10704-0168,衛生福利部科技管理計畫(2/4),政策規劃與推動,政策規劃與推動,0.984,政策規劃與推動;中小（堅）企業輔導;災害防救;創新創業;數位轉型與智慧政府,0.984;0.002;0.002;0.001;0.001
MP10707-0005,沙崙綠能科學城-綠能科技產業化技術驗證平台(1/3),能源,能源,0.991,能源;國家標準檢驗;產業人才培育;農業;氣候變遷與減碳,0.991;0.002;0.001;0.001;0.001
MP1021-0036,生技醫藥國家型科技計畫-各疾病研究領域之生物分子標靶新藥研究與開發(4/6),生技醫藥與精準醫療,生技醫藥與精準醫療,0.992,生技醫藥與精準醫療;產業人才培育;長照與社會福利;工研院與A+;科研設施,0.992;0.001;0.001;0.001;0.001
MP10402-0058,台灣環境毒物健康危害之監測、評估及對策研究(4/4),環境監測與污染防治,環境監測與污染防治,0.977,環境監測與污染防治;氣候變遷與減碳;國家標準檢驗;長照與社會福利;專利與智財,0.977;0.004;0.003;0.002;0.002
MP10501-0194,永續林業生產試驗研究(1/4)-永續經營、創新加值、友善環境,氣候變遷與減碳,氣候變遷與減碳,0.982,氣候變遷與減碳;能源;災害防救;化工材料與循環經濟;食品安全與食品科技,0.982;0.003;0.002;0.002;0.002
MP10401-0051,食品產業振興與加值推動計畫(1/4),食品安全與食品科技,食品安全與食品科技,0.968,食品安全與食品科技;氣候變遷與減碳;農業;生技醫藥與精準醫療;化工材料與循環經濟,0.968;0.004;0.004;0.003;0.003
MP10501-0023,能源國家型科技計畫—新及再生能源技術研發(3/4),能源,能源,0.991,能源;國家標準檢驗;產業人才培育;農業;氣候變遷與減碳,0.991;0.002;0.001;0.001;0.001
MP10902-0038,海空運輸系統營運效能與技術提升科技研發計畫(3/4),智慧交通,智慧交通,0.916,智慧交通;自動駕駛;數位轉型與智慧政府;氣候變遷與減碳;環境監測與污染防治,0.916;0.007;0.006;0.006;0.005
MP10804-0004,推動5G定向育成加速器計畫(1/4),創新創業,創新創業,0.986,創新創業;農業;政策規劃與推動;物聯網;生技醫藥與精準醫療,0.986;0.002;0.001;0.001;0.001
MP10501-0019,主要經貿國家產業競爭研究及政策規劃計畫(3/4),政策規劃與推動,政策規劃與推動,0.985,政策規劃與推動;災害防救;中小（堅）企業輔導;創新創業;數位轉型與智慧政府,0.985;0.002;0.002;0.001;0.001
MP10602-0227,食品安全巨量資料分析及資訊科技化建置計畫(3/4),食品安全與食品科技,食品安全與食品科技,0.969,食品安全與食品科技;氣候變遷與減碳;農業;生技醫藥與精準醫療;化工材料與循環經濟,0.969;0.004;0.004;0.003;0.003
MP10403-0010,產業用水合理性推估及管理研究計畫(3/4),水資源管理,水資源管理,0.966,水資源管理;化工材料與循環經濟;災害防救;自動駕駛;AI、雲端、巨量資料,0.966;0.004;0.004;0.004;0.003
MP10212-0206,新興科技商業應用體驗環境推動計畫(2/4),中小（堅）企業輔導,中小（堅）企業輔導,0.978,中小（堅）企業輔導;產業人才培育;政策規劃與推動;創新創業;工研院與A+,0.978;0.003;0.002;0.002;0.002
MP10305-0003,政府軟體採購環境改善計畫(1/4),數位轉型與智慧政府,數位轉型與智慧政府,0.987,數位轉型與智慧政府;產業人才培育;電商與物流;中小（堅）企業輔導;生技醫藥與精準醫療,0.987;0.002;0.001;0.001;0.001
CP10602-0010,奈米元件研究與技術人才培育計畫(1/4),晶片半導體,晶片半導體,0.974,晶片半導體;AI、雲端、巨量資料;能源;產業人才培育;智慧製造,0.974;0.003;0.003;0.002;0.002
MP10212-0158,金屬產業發展推動計畫(2/4),傳統產業高值化,傳統產業高值化,0.973,傳統產業高值化;運輸載具;化工材料與循環經濟;能源;電商與物流,0.973;0.007;0.003;0.003;0.003
CP10501-0038,高速計算與網路應用研究計畫(1/4),AI、雲端、巨量資料,AI、雲端、巨量資料,0.975,AI、雲端、巨量資料;產業人才培育;晶片半導體;虛擬實境;數位轉型與智慧政府,0.975;0.003;0.003;0.002;0.002
MP10802-0195,確保衛生安全環境整合型計畫(1/4),長照與社會福利,長照與社會福利,0.976,長照與社會福利;網路通訊/4G/5G/5G+/6G;生技醫藥與精準醫療;智慧醫療;政策規劃與推動,0.976;0.006;0.003;0.003;0.003
MP10501-0272,健康醫藥生技前瞻發展計畫(2/4),生技醫藥與精準醫療,生技醫藥與精準醫療,0.992,生技醫藥與精準醫療;長照與社會福利;產業人才培育;工研院與A+;科研設施,0.992;0.001;0.001;0.001;0.001
MP10212-0364,文官學習科學發展計畫(1/4)-官僚轉型以精進政府效能並改善投資環境,產業人才培育,產業人才培育,0.982,產業人才培育;能源;智慧製造;數位轉型與智慧政府;資安,0.982;0.003;0.003;0.003;0.003
MP10501-0331,建構國際級偏鄉數位資訊醫療照護網(4/4),網路通訊/4G/5G/5G+/6G;長照與社會福利,網路通訊/4G/5G/5G+/6G;長照與社會福利,0.973;0.953,網路通訊/4G/5G/5G+/6G;長照與社會福利;政策規劃與推動;國家標準檢驗;災害防救,0.973;0.953;0.007;0.007;0.006
MP10501-0384,環境噪音暨新興物理性公害管理計畫(1/2),環境監測與污染防治,環境監測與污染防治,0.977,環境監測與污染防治;氣候變遷與減碳;國家標準檢驗;長照與社會福利;專利與智財,0.977;0.004;0.003;0.002;0.002
CP10703-0109,智慧製造關鍵技術之創新科技研發與應用計畫(3/4),智慧製造,智慧製造,0.973,智慧製造;產業人才培育;太空/衛星;網路通訊/4G/5G/5G+/6G;數位轉型與智慧政府,0.973;0.006;0.003;0.003;0.002
CP1022-0261,學研轉譯能量提升計畫(1/2),生技醫藥與精準醫療,生技醫藥與精準醫療,0.992,生技醫藥與精準醫療;長照與社會福利;產業人才培育;工研院與A+;科研設施,0.992;0.001;0.001;0.001;0.001
MP10802-0153,資安旗艦計畫(4/4),資安,資安,0.959,資安;產業人才培育;網路通訊/4G/5G/5G+/6G;虛擬實境;警政與法務,0.959;0.008;0.007;0.004;0.004
MP10704-0221,能源產業技術研發暨標準檢測與產業能效提升推動計畫(1/4),能源,能源,0.992,能源;國家標準檢驗;產業人才培育;氣候變遷與減碳;農業,0.992;0.002;0.001;0.001;0.001
MP10707-0003,普及智慧城鄉生活應用計畫(1/3),數位轉型與智慧政府,數位轉型與智慧政府,0.987,數位轉型與智慧政府;產業人才培育;電商與物流;中小（堅）企業輔導;物聯網,0.987;0.002;0.001;0.001;0.001
MP10704-0110,智慧內容產業發展計畫(4/4),數位內容,數位內容,0.972,數位內容;傳統產業高值化;網路通訊/4G/5G/5G+/6G;設計;水資源管理,0.972;0.003;0.003;0.002;0.002
MP1021-0069,台灣北部火山活動觀測研究(3/4),災害防救,災害防救,0.991,災害防救;網路通訊/4G/5G/5G+/6G;政策規劃與推動;氣候變遷與減碳;物聯網,0.991;0.002;0.001;0.001;0.001
MP10902-0106,動物保健產業及安全防護科技創新開發(4/4),防疫,防疫,0.977,防疫;產業人才培育;資安;生技醫藥與精準醫療;災害防救,0.977;0.002;0.002;0.002;0.002
MP10401-0239,農業環境科技發展綱要計畫(4/4)-形塑優質農業生產環境,農業,農業,0.974,農業;電商與物流;氣候變遷與減碳;食品安全與食品科技;能源,0.974;0.003;0.003;0.003;0.003
MP10212-0264,全面性的地震與海嘯早期警報及地震潛勢分析系統建置計畫(4/6),災害防救,災害防救,0.991,災害防救;網路通訊/4G/5G/5G+/6G;氣候變遷與減碳;物聯網;政策規劃與推動,0.991;0.002;0.001;0.001;0.001
MP10902-0078,AI on chip終端智慧發展計畫(2/4),AI、雲端、巨量資料;晶片半導體,AI、雲端、巨量資料;晶片半導體,0.948;0.94,AI、雲端、巨量資料;晶片半導體;產業人才培育;網路通訊/4G/5G/5G+/6G;數位學習,0.948;0.94;0.018;0.012;0.009
MP10401-0220,防疫檢疫科技發展(4/4),防疫,防疫,0.977,防疫;產業人才培育;資安;災害防救;政策規劃與推動,0.977;0.002;0.002;0.002;0.002
CP10412-0028,台灣光子源光束線實驗設施建置計畫-第二期(1/4),科研設施,科研設施,0.974,科研設施;產業人才培育;資安;生技醫藥與精準醫療;中小（堅）企業輔導,0.974;0.003;0.003;0.002;0.002
MP10704-0288,小型企業創新研發綱要計畫(SBIR)(3/4),創新創業,創新創業,0.987,創新創業;農業;政策規劃與推動;物聯網;生技醫藥與精準醫療,0.987;0.002;0.002;0.002;0.001
MP10212-0184,新興顯示器產業發展推動計畫(1/4),智慧顯示器,智慧顯示器,0.942,智慧顯示器;智慧製造;晶片半導體;科研計畫補助;網路通訊/4G/5G/5G+/6G,0.942;0.009;0.007;0.007;0.006
CP10401-0063,新竹科學工業園區－業務推展(1/1),園區管理,園區管理,0.966,園區管理;創新創業;產業人才培育;災害防救;環境監測與污染防治,0.966;0.004;0.004;0.003;0.003
MP10503-0001,加速行動寬頻服務及產業發展計畫(1/3)-流行音樂及影視內容數位互動提升計畫,數位內容,數位內容,0.972,數位內容;傳統產業高值化;網路通訊/4G/5G/5G+/6G;文化;水資源管理,0.972;0.003;0.003;0.002;0.002
MP1022-0225,優質經貿網絡計畫(預報貨物資訊)(5/5),數位轉型與智慧政府,數位轉型與智慧政府,0.987,數位轉型與智慧政府;產業人才培育;電商與物流;物聯網;中小（堅）企業輔導,0.987;0.002;0.001;0.001;0.001
MP10401-0136,標竿新產品創新研發輔導計畫(3/4),創新創業,創新創業,0.987,創新創業;農業;物聯網;政策規劃與推動;生技醫藥與精準醫療,0.987;0.002;0.002;0.002;0.001
CP10703-0006,生技產業商品化人才培育(4/4),生技醫藥與精準醫療,生技醫藥與精準醫療,0.992,生技醫藥與精準醫療;產業人才培育;長照與社會福利;工研院與A+;科研設施,0.992;0.001;0.001;0.001;0.001
MP1022-0034,優化中小企業科技加值應用環境之策略佈局計畫(1/4),政策規劃與推動,政策規劃與推動,0.984,政策規劃與推動;中小（堅）企業輔導;災害防救;數位轉型與智慧政府;創新創業,0.984;0.002;0.002;0.001;0.001
MP10902-0004,創新產業科技政策與國際合作規劃管理綱要計畫(3/4),政策規劃與推動,政策規劃與推動,0.985,政策規劃與推動;中小（堅）企業輔導;災害防救;數位轉型與智慧政府;創新創業,0.985;0.002;0.002;0.001;0.001
CP10703-0028,智慧災防新南向(2/4),災害防救,災害防救,0.991,災害防救;網路通訊/4G/5G/5G+/6G;氣候變遷與減碳;物聯網;政策規劃與推動,0.991;0.002;0.001;0.001;0.001
MP10602-0198,產業價值躍升服務2.0計畫(1/4),中小（堅）企業輔導,中小（堅）企業輔導,0.978,中小（堅）企業輔導;產業人才培育;創新創業;工研院與A+;數位轉型與智慧政府,0.978;0.004;0.002;0.002;0.002
MP1021-0015,智慧電子國家型科技計畫-發展智慧電子關鍵技術綱要計畫(4/5),晶片半導體,晶片半導體,0.974,晶片半導體;能源;產業人才培育;AI、雲端、巨量資料;智慧製造,0.974;0.003;0.003;0.003;0.003
MP10501-0107,產業園區能資源整合及工業安全推動計畫(1/4),災害防救,災害防救,0.992,災害防救;網路通訊/4G/5G/5G+/6G;物聯網;氣候變遷與減碳;能源,0.992;0.002;0.001;0.001;0.001
CP10703-0014,強化區域合作─推動中南部智慧機械及航太產業升級計畫(3/4),太空/衛星;智慧製造,太空/衛星;智慧製造,0.92;0.927,智慧製造;太空/衛星;運輸載具;工研院與A+;科研設施,0.927;0.92;0.027;0.022;0.017
MP10501-0063,導入健康風險評估科技，精進我國食品安全計畫(3/4),食品安全與食品科技,食品安全與食品科技,0.967,食品安全與食品科技;氣候變遷與減碳;農業;生技醫藥與精準醫療;化工材料與循環經濟,0.967;0.004;0.004;0.003;0.002
MP10704-0172,發展畜禽產業加值及永續友善環境綱要計畫(3/4),農業,農業,0.975,農業;食品安全與食品科技;電商與物流;能源;農業生技,0.975;0.003;0.003;0.003;0.003
MP10409-0010,創意臺灣智慧政府計畫(1/1),數位轉型與智慧政府,數位轉型與智慧政府,0.987,數位轉型與智慧政府;產業人才培育;電商與物流;中小（堅）企業輔導;生技醫藥與精準醫療,0.987;0.002;0.001;0.001;0.001
MP10802-0252,扶植中小企業與創新創業計畫(3/4),創新創業,創新創業,0.986,創新創業;農業;物聯網;政策規劃與推動;生技醫藥與精準醫療,0.986;0.002;0.002;0.001;0.001
MP10501-0299,建置國家獸醫服務診斷實驗室及動物用藥品風險分析大數據(1/4),防疫,防疫,0.976,防疫;產業人才培育;災害防救;資安;政策規劃與推動,0.976;0.002;0.002;0.002;0.002
MP10402-0068,國家度量衡標準實驗室整體運作及發展計畫(4/4),國家標準檢驗,國家標準檢驗,0.959,國家標準檢驗;能源;智慧醫療;網路通訊/4G/5G/5G+/6G;氣候變遷與減碳,0.959;0.007;0.005;0.004;0.003
MP10501-0420,建立臺灣環境衛生病媒害蟲監測及防治技術計畫(1/4),防疫,防疫,0.978,防疫;產業人才培育;資安;政策規劃與推動;災害防救,0.978;0.002;0.002;0.002;0.002
MP10902-0160,教育雲：校園數位學習精進服務計畫(1/4),數位學習,數位學習,0.951,數位學習;物聯網;數位內容;自動駕駛;產業人才培育,0.951;0.004;0.003;0.003;0.003
MP10902-0062,參與先進國際標準制定、研析國際標準調和國家標準及活絡產業標準(4/4),國家標準檢驗,國家標準檢驗,0.964,國家標準檢驗;能源;智慧醫療;網路通訊/4G/5G/5G+/6G;氣候變遷與減碳,0.964;0.007;0.006;0.004;0.003
MP10905-0017,AI 智慧應用暨人才淬煉推動計畫(1/5),AI、雲端、巨量資料,AI、雲端、巨量資料,0.977,AI、雲端、巨量資料;晶片半導體;虛擬實境;產業人才培育;數位轉型與智慧政府,0.977;0.003;0.003;0.003;0.003
MP10503-0002,加速行動寬頻服務及產業發展計畫(1/3)-我國3G頻譜屆期釋出規劃及B4G/5G規範與發展研究,網路通訊/4G/5G/5G+/6G,網路通訊/4G/5G/5G+/6G,0.986,網路通訊/4G/5G/5G+/6G;長照與社會福利;產業人才培育;災害防救;國家標準檢驗,0.986;0.002;0.001;0.001;0.001
MP10902-0127,智慧學習產業整合輸出計畫(1/4),數位學習,數位學習,0.955,數位學習;數位內容;物聯網;自動駕駛;產業人才培育,0.955;0.004;0.004;0.003;0.003
MP10802-0148,推動數位經濟發展之通訊傳播匯流政策及法制革新計畫(4/4),政策規劃與推動,政策規劃與推動,0.984,政策規劃與推動;中小（堅）企業輔導;災害防救;數位轉型與智慧政府;創新創業,0.984;0.002;0.002;0.001;0.001
MP10902-0009,議題導向跨領域敘事力培育計畫(3/4),校園人才培育,校園人才培育,0.973,校園人才培育;產業人才培育;人才補助與延攬;政策規劃與推動;網路通訊/4G/5G/5G+/6G,0.973;0.005;0.003;0.003;0.003
MP10212-0239,能源國家型科技計畫--能源科技產品標準檢測驗證計畫(3/4),能源;國家標準檢驗,能源;國家標準檢驗,0.972;0.957,能源;國家標準檢驗;智慧醫療;網路通訊/4G/5G/5G+/6G;氣候變遷與減碳,0.972;0.957;0.009;0.007;0.005
CP10801-0032,創新醫療器材計畫(4/4),生技醫藥與精準醫療,生技醫藥與精準醫療,0.992,生技醫藥與精準醫療;長照與社會福利;產業人才培育;工研院與A+;文化,0.992;0.001;0.001;0.001;0.001
MP10902-0235,應用導向智慧化積層製造技術開發與認證(1/4),國防;運輸載具,國防;運輸載具,0.921;0.94,運輸載具;國防;傳統產業高值化;能源;智慧製造,0.94;0.921;0.013;0.012;0.008
MP10402-0079,推動科技與工藝創意產業結合旗艦計畫(1/4),文化,文化,0.974,文化;生技醫藥與精準醫療;政策規劃與推動;數位內容;科研計畫補助,0.974;0.003;0.002;0.002;0.002
MP10212-0314,能源國家型科技計畫-能源產業技術發展綱要計畫(2/5),能源,能源,0.991,能源;國家標準檢驗;產業人才培育;氣候變遷與減碳;農業,0.991;0.002;0.001;0.001;0.001
MP10401-0074,汽、機及自行車產業發展推動計畫(1/4),運輸載具,運輸載具,0.962,運輸載具;國防;傳統產業高值化;災害防救;智慧交通,0.962;0.009;0.008;0.004;0.003
MP10704-0143,重型運輸產業發展推動計畫(4/4),運輸載具,運輸載具,0.959,運輸載具;國防;傳統產業高值化;災害防救;智慧交通,0.959;0.009;0.007;0.004;0.003
MP10704-0052,農漁業健康環境形塑-運用客製化天氣與氣候資訊(2/4),農業,農業,0.974,農業;電商與物流;食品安全與食品科技;能源;智慧農業,0.974;0.003;0.003;0.003;0.003
MP10609-0008,離岸風電海下工程技術研發計畫(2/4),能源,能源,0.991,能源;國家標準檢驗;產業人才培育;農業;氣候變遷與減碳,0.991;0.002;0.001;0.001;0.001
MP10704-0005,培訓產業創新暨人力加值計畫(4/4),產業人才培育,產業人才培育,0.979,產業人才培育;能源;智慧製造;物聯網;資安,0.979;0.003;0.003;0.003;0.002
MP10501-0344,第五階段電子化政府計畫-數位政府(106年-109年)(1/4),數位轉型與智慧政府,數位轉型與智慧政府,0.988,數位轉型與智慧政府;產業人才培育;中小（堅）企業輔導;電商與物流;生技醫藥與精準醫療,0.988;0.002;0.001;0.001;0.001
MP10704-0003,打造世界級蛋白質研發重鎮：開創次世代生技產業(4/4),生技醫藥與精準醫療,生技醫藥與精準醫療,0.992,生技醫藥與精準醫療;產業人才培育;工研院與A+;長照與社會福利;科研設施,0.992;0.001;0.001;0.001;0.001
MP1021-0125,中小企業品質永續計畫-厚植中小企業能耐創新躍進(3/4),中小（堅）企業輔導,中小（堅）企業輔導,0.979,中小（堅）企業輔導;產業人才培育;創新創業;工研院與A+;數位轉型與智慧政府,0.979;0.004;0.002;0.002;0.002
MP1023-0027,智慧手持裝置核心技術攻堅計畫(1/4),晶片半導體,晶片半導體,0.976,晶片半導體;AI、雲端、巨量資料;能源;智慧製造;太空/衛星,0.976;0.003;0.003;0.003;0.002
MP10801-0045,智慧學習產業整合輸出計畫(4/4),數位學習,數位學習,0.954,數位學習;物聯網;數位內容;自動駕駛;產業人才培育,0.954;0.004;0.004;0.003;0.003
MP10905-0006,原住民族、離島及偏鄉地區遠距醫療專科門診暨強化衛生所醫療影像設備計畫(1/4),網路通訊/4G/5G/5G+/6G;長照與社會福利,網路通訊/4G/5G/5G+/6G;長照與社會福利,0.957;0.972,長照與社會福利;網路通訊/4G/5G/5G+/6G;政策規劃與推動;國家標準檢驗;生技醫藥與精準醫療,0.972;0.957;0.008;0.007;0.006
MP10305-0004,虛擬電廠低碳能源調度決策技術發展與研究(1/1),能源,能源,0.991,能源;國家標準檢驗;產業人才培育;氣候變遷與減碳;農業,0.991;0.002;0.001;0.001;0.001
MP10402-0013,整合中、西藥品質暨安全風險管理機制(3/4),長照與社會福利,長照與社會福利,0.977,長照與社會福利;網路通訊/4G/5G/5G+/6G;生技醫藥與精準醫療;政策規劃與推動;智慧醫療,0.977;0.006;0.003;0.003;0.002
MP10302-0015,飲用水水源及水質標準項目之調查及評估(2/3),環境監測與污染防治,環境監測與污染防治,0.976,環境監測與污染防治;氣候變遷與減碳;國家標準檢驗;長照與社會福利;專利與智財,0.976;0.004;0.003;0.002;0.002
